14-08-2024,20:13:18,0.000
14-08-2024,20:13:19,0.000
14-08-2024,20:13:20,0.000
14-08-2024,20:13:21,0.000
14-08-2024,20:13:22,0.000
14-08-2024,20:13:23,0.000
14-08-2024,20:13:24,0.000
14-08-2024,20:13:25,0.000
14-08-2024,20:13:26,0.000
14-08-2024,20:13:27,0.000
14-08-2024,20:13:28,0.000
14-08-2024,20:13:29,0.000
14-08-2024,20:13:30,0.000
14-08-2024,20:13:31,0.000
14-08-2024,20:13:32,0.000
14-08-2024,20:13:33,0.000
14-08-2024,20:13:34,0.000
14-08-2024,20:13:35,0.000
14-08-2024,20:13:36,0.000
14-08-2024,20:13:37,0.000
14-08-2024,20:13:38,0.000
14-08-2024,20:13:39,0.000
14-08-2024,20:13:40,0.000
14-08-2024,20:13:41,0.000
14-08-2024,20:13:42,0.000
14-08-2024,20:13:43,0.000
14-08-2024,20:13:44,0.000
14-08-2024,20:13:45,0.000
14-08-2024,20:13:46,0.000
14-08-2024,20:13:47,0.000
14-08-2024,20:13:48,0.000
14-08-2024,20:13:49,0.000
14-08-2024,20:13:50,0.000
14-08-2024,20:13:51,0.000
14-08-2024,20:13:52,0.000
14-08-2024,20:13:53,0.000
14-08-2024,20:13:54,0.000
14-08-2024,20:13:55,0.000
14-08-2024,20:13:56,0.000
14-08-2024,20:13:57,0.000
14-08-2024,20:13:58,0.000
14-08-2024,20:13:59,0.000
14-08-2024,20:14:00,0.000
14-08-2024,20:14:01,0.000
14-08-2024,20:14:02,0.000
14-08-2024,20:14:03,0.000
14-08-2024,20:14:04,0.000
14-08-2024,20:14:05,0.000
14-08-2024,20:14:06,0.000
14-08-2024,20:14:07,0.000
14-08-2024,20:14:08,0.000
14-08-2024,20:14:09,0.000
14-08-2024,20:14:10,0.000

Model:,DustTrak II
Model Number:,8532
Serial Number:,8532105203
Test ID:,002
Test Abbreviation:,TEST 3 LONCO_002
Start Date:,14-08-2024
Start Time:,20:14:48
Duration (dd:hh:mm:ss):,0:00:03:00
Log Interval (mm:ss):,00:01
Number of points:,191
Notes:,ERROR: FILTER, 

Statistics,Channel:,AEROSOL
,Units:,mg/m^3
,Average:,0.473
,Minimum:,0.418
,Time of Minimum:,20:15:26
,Date of Minimum:,14-08-2024
,Maximum:,0.519
,Time of Maximum:,20:17:41
,Date of Maximum:,14-08-2024

Calibration,Sensor:,AEROSOL
,Cal. date,29-05-2014

Date,Time,AEROSOL
dd-MM-yyyy,hh:mm:ss,mg/m^3
14-08-2024,20:14:49,0.493
14-08-2024,20:14:50,0.500
14-08-2024,20:14:51,0.490
14-08-2024,20:14:52,0.469
14-08-2024,20:14:53,0.457
14-08-2024,20:14:54,0.457
14-08-2024,20:14:55,0.465
14-08-2024,20:14:56,0.478
14-08-2024,20:14:57,0.475
14-08-2024,20:14:58,0.463
14-08-2024,20:14:59,0.458
14-08-2024,20:15:00,0.454
14-08-2024,20:15:01,0.465
14-08-2024,20:15:02,0.477
14-08-2024,20:15:03,0.472
14-08-2024,20:15:04,0.470
14-08-2024,20:15:05,0.478
14-08-2024,20:15:06,0.485
14-08-2024,20:15:07,0.484
14-08-2024,20:15:08,0.487
14-08-2024,20:15:09,0.475
14-08-2024,20:15:10,0.472
14-08-2024,20:15:11,0.475
14-08-2024,20:15:12,0.476
14-08-2024,20:15:13,0.484
14-08-2024,20:15:14,0.478
14-08-2024,20:15:15,0.467
14-08-2024,20:15:16,0.466
14-08-2024,20:15:17,0.464
14-08-2024,20:15:18,0.458
14-08-2024,20:15:19,0.447
14-08-2024,20:15:20,0.443
14-08-2024,20:15:21,0.444
14-08-2024,20:15:22,0.439
14-08-2024,20:15:23,0.427
14-08-2024,20:15:24,0.424
14-08-2024,20:15:25,0.422
14-08-2024,20:15:26,0.418
14-08-2024,20:15:27,0.432
14-08-2024,20:15:28,0.440
14-08-2024,20:15:29,0.444
14-08-2024,20:15:30,0.454
14-08-2024,20:15:31,0.458
14-08-2024,20:15:32,0.447
14-08-2024,20:15:33,0.461
14-08-2024,20:15:34,0.462
14-08-2024,20:15:35,0.467
14-08-2024,20:15:36,0.460
14-08-2024,20:15:37,0.457
14-08-2024,20:15:38,0.451
14-08-2024,20:15:39,0.451
14-08-2024,20:15:40,0.440
14-08-2024,20:15:41,0.453
14-08-2024,20:15:42,0.477
14-08-2024,20:15:43,0.467
14-08-2024,20:15:44,0.453
14-08-2024,20:15:45,0.447
14-08-2024,20:15:46,0.445
14-08-2024,20:15:47,0.469
14-08-2024,20:15:48,0.498
14-08-2024,20:15:49,0.498
14-08-2024,20:15:50,0.464
14-08-2024,20:15:51,0.451
14-08-2024,20:15:52,0.475
14-08-2024,20:15:53,0.500
14-08-2024,20:15:54,0.506
14-08-2024,20:15:55,0.507
14-08-2024,20:15:56,0.510
14-08-2024,20:15:57,0.497
14-08-2024,20:15:58,0.491
14-08-2024,20:15:59,0.484
14-08-2024,20:16:00,0.482
14-08-2024,20:16:01,0.470
14-08-2024,20:16:02,0.476
14-08-2024,20:16:03,0.477
14-08-2024,20:16:04,0.483
14-08-2024,20:16:05,0.500
14-08-2024,20:16:06,0.496
14-08-2024,20:16:07,0.490
14-08-2024,20:16:08,0.485
14-08-2024,20:16:09,0.472
14-08-2024,20:16:10,0.460
14-08-2024,20:16:11,0.451
14-08-2024,20:16:12,0.452
14-08-2024,20:16:13,0.448
14-08-2024,20:16:14,0.456
14-08-2024,20:16:15,0.455
14-08-2024,20:16:16,0.451
14-08-2024,20:16:17,0.450
14-08-2024,20:16:18,0.453
14-08-2024,20:16:19,0.459
14-08-2024,20:16:20,0.462
14-08-2024,20:16:21,0.457
14-08-2024,20:16:22,0.454
14-08-2024,20:16:23,0.451
14-08-2024,20:16:24,0.459
14-08-2024,20:16:25,0.464
14-08-2024,20:16:26,0.469
14-08-2024,20:16:27,0.472
14-08-2024,20:16:28,0.469
14-08-2024,20:16:29,0.468
14-08-2024,20:16:30,0.468
14-08-2024,20:16:31,0.478
14-08-2024,20:16:32,0.484
14-08-2024,20:16:33,0.477
14-08-2024,20:16:34,0.480
14-08-2024,20:16:35,0.474
14-08-2024,20:16:36,0.472
14-08-2024,20:16:37,0.469
14-08-2024,20:16:38,0.464
14-08-2024,20:16:39,0.465
14-08-2024,20:16:40,0.469
14-08-2024,20:16:41,0.464
14-08-2024,20:16:42,0.462
14-08-2024,20:16:43,0.463
14-08-2024,20:16:44,0.471
14-08-2024,20:16:45,0.474
14-08-2024,20:16:46,0.472
14-08-2024,20:16:47,0.471
14-08-2024,20:16:48,0.462
14-08-2024,20:16:49,0.459
14-08-2024,20:16:50,0.470
14-08-2024,20:16:51,0.464
14-08-2024,20:16:52,0.462
14-08-2024,20:16:53,0.460
14-08-2024,20:16:54,0.465
14-08-2024,20:16:55,0.487
14-08-2024,20:16:56,0.491
14-08-2024,20:16:57,0.486
14-08-2024,20:16:58,0.484
14-08-2024,20:16:59,0.473
14-08-2024,20:17:00,0.478
14-08-2024,20:17:01,0.487
14-08-2024,20:17:02,0.488
14-08-2024,20:17:03,0.483
14-08-2024,20:17:04,0.480
14-08-2024,20:17:05,0.467
14-08-2024,20:17:06,0.464
14-08-2024,20:17:07,0.468
14-08-2024,20:17:08,0.475
14-08-2024,20:17:09,0.463
14-08-2024,20:17:10,0.451
14-08-2024,20:17:11,0.462
14-08-2024,20:17:12,0.462
14-08-2024,20:17:13,0.454
14-08-2024,20:17:14,0.471
14-08-2024,20:17:15,0.489
14-08-2024,20:17:16,0.493
14-08-2024,20:17:17,0.494
14-08-2024,20:17:18,0.489
14-08-2024,20:17:19,0.470
14-08-2024,20:17:20,0.452
14-08-2024,20:17:21,0.452
14-08-2024,20:17:22,0.466
14-08-2024,20:17:23,0.461
14-08-2024,20:17:24,0.454
14-08-2024,20:17:25,0.454
14-08-2024,20:17:26,0.456
14-08-2024,20:17:27,0.455
14-08-2024,20:17:28,0.460
14-08-2024,20:17:29,0.470
14-08-2024,20:17:30,0.469
14-08-2024,20:17:31,0.479
14-08-2024,20:17:32,0.481
14-08-2024,20:17:33,0.479
14-08-2024,20:17:34,0.477
14-08-2024,20:17:35,0.479
14-08-2024,20:17:36,0.491
14-08-2024,20:17:37,0.497
14-08-2024,20:17:38,0.503
14-08-2024,20:17:39,0.512
14-08-2024,20:17:40,0.517
14-08-2024,20:17:41,0.519
14-08-2024,20:17:42,0.519
14-08-2024,20:17:43,0.515
14-08-2024,20:17:44,0.515
14-08-2024,20:17:45,0.510
14-08-2024,20:17:46,0.511
14-08-2024,20:17:47,0.514
14-08-2024,20:17:48,0.508
14-08-2024,20:17:49,0.509
14-08-2024,20:17:50,0.512
14-08-2024,20:17:51,0.508
14-08-2024,20:17:52,0.496
14-08-2024,20:17:53,0.497
14-08-2024,20:17:54,0.497
14-08-2024,20:17:55,0.500
14-08-2024,20:17:56,0.498
14-08-2024,20:17:57,0.493
14-08-2024,20:17:58,0.502
14-08-2024,20:17:59,0.498

Model:,DustTrak II
Model Number:,8532
Serial Number:,8532105203
Test ID:,003
Test Abbreviation:,TEST 3 LONCO_003
Start Date:,14-08-2024
Start Time:,20:47:33
Duration (dd:hh:mm:ss):,0:00:32:00
Log Interval (mm:ss):,00:01
Number of points:,1956
Notes:,ERROR: FILTER, 

Statistics,Channel:,AEROSOL
,Units:,mg/m^3
,Average:,0.160
,Minimum:,0.009
,Time of Minimum:,21:11:52
,Date of Minimum:,14-08-2024
,Maximum:,1.300
,Time of Maximum:,21:03:01
,Date of Maximum:,14-08-2024

Calibration,Sensor:,AEROSOL
,Cal. date,29-05-2014

Date,Time,AEROSOL
dd-MM-yyyy,hh:mm:ss,mg/m^3
14-08-2024,20:47:34,0.095
14-08-2024,20:47:35,0.094
14-08-2024,20:47:36,0.093
14-08-2024,20:47:37,0.092
14-08-2024,20:47:38,0.091
14-08-2024,20:47:39,0.088
14-08-2024,20:47:40,0.086
14-08-2024,20:47:41,0.085
14-08-2024,20:47:42,0.086
14-08-2024,20:47:43,0.086
14-08-2024,20:47:44,0.089
14-08-2024,20:47:45,0.093
14-08-2024,20:47:46,0.092
14-08-2024,20:47:47,0.092
14-08-2024,20:47:48,0.090
14-08-2024,20:47:49,0.095
14-08-2024,20:47:50,0.094
14-08-2024,20:47:51,0.089
14-08-2024,20:47:52,0.087
14-08-2024,20:47:53,0.089
14-08-2024,20:47:54,0.090
14-08-2024,20:47:55,0.092
14-08-2024,20:47:56,0.093
14-08-2024,20:47:57,0.093
14-08-2024,20:47:58,0.096
14-08-2024,20:47:59,0.090
14-08-2024,20:48:00,0.090
14-08-2024,20:48:01,0.092
14-08-2024,20:48:02,0.094
14-08-2024,20:48:03,0.096
14-08-2024,20:48:04,0.094
14-08-2024,20:48:05,0.097
14-08-2024,20:48:06,0.093
14-08-2024,20:48:07,0.088
14-08-2024,20:48:08,0.085
14-08-2024,20:48:09,0.082
14-08-2024,20:48:10,0.084
14-08-2024,20:48:11,0.082
14-08-2024,20:48:12,0.084
14-08-2024,20:48:13,0.087
14-08-2024,20:48:14,0.084
14-08-2024,20:48:15,0.089
14-08-2024,20:48:16,0.093
14-08-2024,20:48:17,0.092
14-08-2024,20:48:18,0.091
14-08-2024,20:48:19,0.090
14-08-2024,20:48:20,0.094
14-08-2024,20:48:21,0.095
14-08-2024,20:48:22,0.094
14-08-2024,20:48:23,0.094
14-08-2024,20:48:24,0.091
14-08-2024,20:48:25,0.087
14-08-2024,20:48:26,0.091
14-08-2024,20:48:27,0.089
14-08-2024,20:48:28,0.088
14-08-2024,20:48:29,0.099
14-08-2024,20:48:30,0.102
14-08-2024,20:48:31,0.104
14-08-2024,20:48:32,0.108
14-08-2024,20:48:33,0.108
14-08-2024,20:48:34,0.099
14-08-2024,20:48:35,0.098
14-08-2024,20:48:36,0.093
14-08-2024,20:48:37,0.096
14-08-2024,20:48:38,0.097
14-08-2024,20:48:39,0.097
14-08-2024,20:48:40,0.102
14-08-2024,20:48:41,0.099
14-08-2024,20:48:42,0.097
14-08-2024,20:48:43,0.101
14-08-2024,20:48:44,0.107
14-08-2024,20:48:45,0.105
14-08-2024,20:48:46,0.098
14-08-2024,20:48:47,0.097
14-08-2024,20:48:48,0.098
14-08-2024,20:48:49,0.093
14-08-2024,20:48:50,0.089
14-08-2024,20:48:51,0.090
14-08-2024,20:48:52,0.085
14-08-2024,20:48:53,0.086
14-08-2024,20:48:54,0.087
14-08-2024,20:48:55,0.096
14-08-2024,20:48:56,0.094
14-08-2024,20:48:57,0.082
14-08-2024,20:48:58,0.079
14-08-2024,20:48:59,0.078
14-08-2024,20:49:00,0.081
14-08-2024,20:49:01,0.087
14-08-2024,20:49:02,0.085
14-08-2024,20:49:03,0.083
14-08-2024,20:49:04,0.083
14-08-2024,20:49:05,0.080
14-08-2024,20:49:06,0.081
14-08-2024,20:49:07,0.087
14-08-2024,20:49:08,0.092
14-08-2024,20:49:09,0.092
14-08-2024,20:49:10,0.085
14-08-2024,20:49:11,0.083
14-08-2024,20:49:12,0.083
14-08-2024,20:49:13,0.085
14-08-2024,20:49:14,0.086
14-08-2024,20:49:15,0.083
14-08-2024,20:49:16,0.082
14-08-2024,20:49:17,0.079
14-08-2024,20:49:18,0.080
14-08-2024,20:49:19,0.082
14-08-2024,20:49:20,0.082
14-08-2024,20:49:21,0.082
14-08-2024,20:49:22,0.082
14-08-2024,20:49:23,0.079
14-08-2024,20:49:24,0.080
14-08-2024,20:49:25,0.078
14-08-2024,20:49:26,0.078
14-08-2024,20:49:27,0.084
14-08-2024,20:49:28,0.081
14-08-2024,20:49:29,0.085
14-08-2024,20:49:30,0.085
14-08-2024,20:49:31,0.081
14-08-2024,20:49:32,0.080
14-08-2024,20:49:33,0.084
14-08-2024,20:49:34,0.084
14-08-2024,20:49:35,0.083
14-08-2024,20:49:36,0.079
14-08-2024,20:49:37,0.082
14-08-2024,20:49:38,0.081
14-08-2024,20:49:39,0.079
14-08-2024,20:49:40,0.081
14-08-2024,20:49:41,0.081
14-08-2024,20:49:42,0.082
14-08-2024,20:49:43,0.080
14-08-2024,20:49:44,0.077
14-08-2024,20:49:45,0.072
14-08-2024,20:49:46,0.072
14-08-2024,20:49:47,0.073
14-08-2024,20:49:48,0.075
14-08-2024,20:49:49,0.074
14-08-2024,20:49:50,0.073
14-08-2024,20:49:51,0.073
14-08-2024,20:49:52,0.073
14-08-2024,20:49:53,0.073
14-08-2024,20:49:54,0.078
14-08-2024,20:49:55,0.084
14-08-2024,20:49:56,0.087
14-08-2024,20:49:57,0.087
14-08-2024,20:49:58,0.091
14-08-2024,20:49:59,0.092
14-08-2024,20:50:00,0.098
14-08-2024,20:50:01,0.101
14-08-2024,20:50:02,0.093
14-08-2024,20:50:03,0.087
14-08-2024,20:50:04,0.091
14-08-2024,20:50:05,0.090
14-08-2024,20:50:06,0.096
14-08-2024,20:50:07,0.098
14-08-2024,20:50:08,0.101
14-08-2024,20:50:09,0.102
14-08-2024,20:50:10,0.108
14-08-2024,20:50:11,0.109
14-08-2024,20:50:12,0.107
14-08-2024,20:50:13,0.112
14-08-2024,20:50:14,0.118
14-08-2024,20:50:15,0.125
14-08-2024,20:50:16,0.127
14-08-2024,20:50:17,0.133
14-08-2024,20:50:18,0.143
14-08-2024,20:50:19,0.148
14-08-2024,20:50:20,0.147
14-08-2024,20:50:21,0.156
14-08-2024,20:50:22,0.155
14-08-2024,20:50:23,0.123
14-08-2024,20:50:24,0.094
14-08-2024,20:50:25,0.091
14-08-2024,20:50:26,0.105
14-08-2024,20:50:27,0.114
14-08-2024,20:50:28,0.111
14-08-2024,20:50:29,0.110
14-08-2024,20:50:30,0.106
14-08-2024,20:50:31,0.092
14-08-2024,20:50:32,0.097
14-08-2024,20:50:33,0.102
14-08-2024,20:50:34,0.106
14-08-2024,20:50:35,0.102
14-08-2024,20:50:36,0.090
14-08-2024,20:50:37,0.088
14-08-2024,20:50:38,0.094
14-08-2024,20:50:39,0.100
14-08-2024,20:50:40,0.116
14-08-2024,20:50:41,0.137
14-08-2024,20:50:42,0.150
14-08-2024,20:50:43,0.161
14-08-2024,20:50:44,0.160
14-08-2024,20:50:45,0.158
14-08-2024,20:50:46,0.200
14-08-2024,20:50:47,0.202
14-08-2024,20:50:48,0.183
14-08-2024,20:50:49,0.201
14-08-2024,20:50:50,0.201
14-08-2024,20:50:51,0.182
14-08-2024,20:50:52,0.141
14-08-2024,20:50:53,0.120
14-08-2024,20:50:54,0.128
14-08-2024,20:50:55,0.119
14-08-2024,20:50:56,0.096
14-08-2024,20:50:57,0.070
14-08-2024,20:50:58,0.056
14-08-2024,20:50:59,0.047
14-08-2024,20:51:00,0.053
14-08-2024,20:51:01,0.057
14-08-2024,20:51:02,0.055
14-08-2024,20:51:03,0.055
14-08-2024,20:51:04,0.057
14-08-2024,20:51:05,0.057
14-08-2024,20:51:06,0.053
14-08-2024,20:51:07,0.057
14-08-2024,20:51:08,0.057
14-08-2024,20:51:09,0.056
14-08-2024,20:51:10,0.057
14-08-2024,20:51:11,0.061
14-08-2024,20:51:12,0.062
14-08-2024,20:51:13,0.061
14-08-2024,20:51:14,0.063
14-08-2024,20:51:15,0.069
14-08-2024,20:51:16,0.084
14-08-2024,20:51:17,0.100
14-08-2024,20:51:18,0.109
14-08-2024,20:51:19,0.118
14-08-2024,20:51:20,0.129
14-08-2024,20:51:21,0.138
14-08-2024,20:51:22,0.147
14-08-2024,20:51:23,0.135
14-08-2024,20:51:24,0.128
14-08-2024,20:51:25,0.140
14-08-2024,20:51:26,0.143
14-08-2024,20:51:27,0.139
14-08-2024,20:51:28,0.145
14-08-2024,20:51:29,0.141
14-08-2024,20:51:30,0.135
14-08-2024,20:51:31,0.132
14-08-2024,20:51:32,0.133
14-08-2024,20:51:33,0.137
14-08-2024,20:51:34,0.150
14-08-2024,20:51:35,0.161
14-08-2024,20:51:36,0.149
14-08-2024,20:51:37,0.135
14-08-2024,20:51:38,0.116
14-08-2024,20:51:39,0.101
14-08-2024,20:51:40,0.093
14-08-2024,20:51:41,0.087
14-08-2024,20:51:42,0.088
14-08-2024,20:51:43,0.094
14-08-2024,20:51:44,0.097
14-08-2024,20:51:45,0.100
14-08-2024,20:51:46,0.102
14-08-2024,20:51:47,0.106
14-08-2024,20:51:48,0.104
14-08-2024,20:51:49,0.091
14-08-2024,20:51:50,0.082
14-08-2024,20:51:51,0.084
14-08-2024,20:51:52,0.084
14-08-2024,20:51:53,0.084
14-08-2024,20:51:54,0.088
14-08-2024,20:51:55,0.094
14-08-2024,20:51:56,0.083
14-08-2024,20:51:57,0.077
14-08-2024,20:51:58,0.076
14-08-2024,20:51:59,0.081
14-08-2024,20:52:00,0.080
14-08-2024,20:52:01,0.079
14-08-2024,20:52:02,0.091
14-08-2024,20:52:03,0.113
14-08-2024,20:52:04,0.129
14-08-2024,20:52:05,0.146
14-08-2024,20:52:06,0.194
14-08-2024,20:52:07,0.192
14-08-2024,20:52:08,0.150
14-08-2024,20:52:09,0.124
14-08-2024,20:52:10,0.114
14-08-2024,20:52:11,0.114
14-08-2024,20:52:12,0.113
14-08-2024,20:52:13,0.113
14-08-2024,20:52:14,0.111
14-08-2024,20:52:15,0.108
14-08-2024,20:52:16,0.108
14-08-2024,20:52:17,0.110
14-08-2024,20:52:18,0.109
14-08-2024,20:52:19,0.117
14-08-2024,20:52:20,0.115
14-08-2024,20:52:21,0.109
14-08-2024,20:52:22,0.108
14-08-2024,20:52:23,0.105
14-08-2024,20:52:24,0.101
14-08-2024,20:52:25,0.099
14-08-2024,20:52:26,0.107
14-08-2024,20:52:27,0.111
14-08-2024,20:52:28,0.110
14-08-2024,20:52:29,0.116
14-08-2024,20:52:30,0.125
14-08-2024,20:52:31,0.133
14-08-2024,20:52:32,0.134
14-08-2024,20:52:33,0.142
14-08-2024,20:52:34,0.171
14-08-2024,20:52:35,0.196
14-08-2024,20:52:36,0.212
14-08-2024,20:52:37,0.224
14-08-2024,20:52:38,0.248
14-08-2024,20:52:39,0.263
14-08-2024,20:52:40,0.226
14-08-2024,20:52:41,0.173
14-08-2024,20:52:42,0.160
14-08-2024,20:52:43,0.150
14-08-2024,20:52:44,0.141
14-08-2024,20:52:45,0.133
14-08-2024,20:52:46,0.128
14-08-2024,20:52:47,0.130
14-08-2024,20:52:48,0.137
14-08-2024,20:52:49,0.152
14-08-2024,20:52:50,0.157
14-08-2024,20:52:51,0.169
14-08-2024,20:52:52,0.178
14-08-2024,20:52:53,0.186
14-08-2024,20:52:54,0.187
14-08-2024,20:52:55,0.189
14-08-2024,20:52:56,0.182
14-08-2024,20:52:57,0.177
14-08-2024,20:52:58,0.182
14-08-2024,20:52:59,0.188
14-08-2024,20:53:00,0.196
14-08-2024,20:53:01,0.206
14-08-2024,20:53:02,0.204
14-08-2024,20:53:03,0.197
14-08-2024,20:53:04,0.189
14-08-2024,20:53:05,0.197
14-08-2024,20:53:06,0.204
14-08-2024,20:53:07,0.211
14-08-2024,20:53:08,0.229
14-08-2024,20:53:09,0.231
14-08-2024,20:53:10,0.224
14-08-2024,20:53:11,0.229
14-08-2024,20:53:12,0.239
14-08-2024,20:53:13,0.270
14-08-2024,20:53:14,0.295
14-08-2024,20:53:15,0.321
14-08-2024,20:53:16,0.349
14-08-2024,20:53:17,0.343
14-08-2024,20:53:18,0.369
14-08-2024,20:53:19,0.369
14-08-2024,20:53:20,0.327
14-08-2024,20:53:21,0.315
14-08-2024,20:53:22,0.343
14-08-2024,20:53:23,0.345
14-08-2024,20:53:24,0.314
14-08-2024,20:53:25,0.252
14-08-2024,20:53:26,0.265
14-08-2024,20:53:27,0.243
14-08-2024,20:53:28,0.220
14-08-2024,20:53:29,0.191
14-08-2024,20:53:30,0.167
14-08-2024,20:53:31,0.161
14-08-2024,20:53:32,0.161
14-08-2024,20:53:33,0.159
14-08-2024,20:53:34,0.160
14-08-2024,20:53:35,0.163
14-08-2024,20:53:36,0.163
14-08-2024,20:53:37,0.166
14-08-2024,20:53:38,0.166
14-08-2024,20:53:39,0.170
14-08-2024,20:53:40,0.175
14-08-2024,20:53:41,0.167
14-08-2024,20:53:42,0.150
14-08-2024,20:53:43,0.158
14-08-2024,20:53:44,0.201
14-08-2024,20:53:45,0.211
14-08-2024,20:53:46,0.188
14-08-2024,20:53:47,0.155
14-08-2024,20:53:48,0.138
14-08-2024,20:53:49,0.138
14-08-2024,20:53:50,0.145
14-08-2024,20:53:51,0.189
14-08-2024,20:53:52,0.315
14-08-2024,20:53:53,0.839
14-08-2024,20:53:54,1.110
14-08-2024,20:53:55,0.447
14-08-2024,20:53:56,0.361
14-08-2024,20:53:57,0.407
14-08-2024,20:53:58,0.441
14-08-2024,20:53:59,0.488
14-08-2024,20:54:00,0.462
14-08-2024,20:54:01,0.445
14-08-2024,20:54:02,0.450
14-08-2024,20:54:03,0.622
14-08-2024,20:54:04,0.846
14-08-2024,20:54:05,0.826
14-08-2024,20:54:06,0.621
14-08-2024,20:54:07,0.524
14-08-2024,20:54:08,0.531
14-08-2024,20:54:09,0.310
14-08-2024,20:54:10,0.206
14-08-2024,20:54:11,0.173
14-08-2024,20:54:12,0.165
14-08-2024,20:54:13,0.164
14-08-2024,20:54:14,0.164
14-08-2024,20:54:15,0.159
14-08-2024,20:54:16,0.152
14-08-2024,20:54:17,0.155
14-08-2024,20:54:18,0.159
14-08-2024,20:54:19,0.157
14-08-2024,20:54:20,0.158
14-08-2024,20:54:21,0.155
14-08-2024,20:54:22,0.154
14-08-2024,20:54:23,0.151
14-08-2024,20:54:24,0.147
14-08-2024,20:54:25,0.151
14-08-2024,20:54:26,0.155
14-08-2024,20:54:27,0.155
14-08-2024,20:54:28,0.148
14-08-2024,20:54:29,0.140
14-08-2024,20:54:30,0.150
14-08-2024,20:54:31,0.192
14-08-2024,20:54:32,0.207
14-08-2024,20:54:33,0.179
14-08-2024,20:54:34,0.201
14-08-2024,20:54:35,0.296
14-08-2024,20:54:36,0.357
14-08-2024,20:54:37,0.312
14-08-2024,20:54:38,0.236
14-08-2024,20:54:39,0.178
14-08-2024,20:54:40,0.177
14-08-2024,20:54:41,0.199
14-08-2024,20:54:42,0.224
14-08-2024,20:54:43,0.245
14-08-2024,20:54:44,0.279
14-08-2024,20:54:45,0.272
14-08-2024,20:54:46,0.252
14-08-2024,20:54:47,0.227
14-08-2024,20:54:48,0.180
14-08-2024,20:54:49,0.154
14-08-2024,20:54:50,0.145
14-08-2024,20:54:51,0.145
14-08-2024,20:54:52,0.150
14-08-2024,20:54:53,0.175
14-08-2024,20:54:54,0.209
14-08-2024,20:54:55,0.218
14-08-2024,20:54:56,0.223
14-08-2024,20:54:57,0.250
14-08-2024,20:54:58,0.249
14-08-2024,20:54:59,0.213
14-08-2024,20:55:00,0.194
14-08-2024,20:55:01,0.181
14-08-2024,20:55:02,0.185
14-08-2024,20:55:03,0.192
14-08-2024,20:55:04,0.222
14-08-2024,20:55:05,0.238
14-08-2024,20:55:06,0.260
14-08-2024,20:55:07,0.309
14-08-2024,20:55:08,0.321
14-08-2024,20:55:09,0.328
14-08-2024,20:55:10,0.358
14-08-2024,20:55:11,0.408
14-08-2024,20:55:12,0.413
14-08-2024,20:55:13,0.368
14-08-2024,20:55:14,0.335
14-08-2024,20:55:15,0.322
14-08-2024,20:55:16,0.316
14-08-2024,20:55:17,0.331
14-08-2024,20:55:18,0.339
14-08-2024,20:55:19,0.328
14-08-2024,20:55:20,0.305
14-08-2024,20:55:21,0.330
14-08-2024,20:55:22,0.366
14-08-2024,20:55:23,0.387
14-08-2024,20:55:24,0.388
14-08-2024,20:55:25,0.375
14-08-2024,20:55:26,0.359
14-08-2024,20:55:27,0.325
14-08-2024,20:55:28,0.310
14-08-2024,20:55:29,0.307
