15-09-2024,20:43:08,0.132
15-09-2024,20:43:09,0.141
15-09-2024,20:43:10,0.144
15-09-2024,20:43:11,0.142
15-09-2024,20:43:12,0.137
15-09-2024,20:43:13,0.143
15-09-2024,20:43:14,0.164
15-09-2024,20:43:15,0.182
15-09-2024,20:43:16,0.169
15-09-2024,20:43:17,0.149
15-09-2024,20:43:18,0.146
15-09-2024,20:43:19,0.159
15-09-2024,20:43:20,0.182
15-09-2024,20:43:21,0.185
15-09-2024,20:43:22,0.187
15-09-2024,20:43:23,0.188
15-09-2024,20:43:24,0.194
15-09-2024,20:43:25,0.201
15-09-2024,20:43:26,0.204
15-09-2024,20:43:27,0.217
15-09-2024,20:43:28,0.230
15-09-2024,20:43:29,0.241
15-09-2024,20:43:30,0.255
15-09-2024,20:43:31,0.272
15-09-2024,20:43:32,0.284
15-09-2024,20:43:33,0.293
15-09-2024,20:43:34,0.295
15-09-2024,20:43:35,0.302
15-09-2024,20:43:36,0.320
15-09-2024,20:43:37,0.317
15-09-2024,20:43:38,0.310
15-09-2024,20:43:39,0.288
15-09-2024,20:43:40,0.261
15-09-2024,20:43:41,0.250
15-09-2024,20:43:42,0.242
15-09-2024,20:43:43,0.229
15-09-2024,20:43:44,0.244
15-09-2024,20:43:45,0.262
15-09-2024,20:43:46,0.246
15-09-2024,20:43:47,0.243
15-09-2024,20:43:48,0.231
15-09-2024,20:43:49,0.195
15-09-2024,20:43:50,0.197
15-09-2024,20:43:51,0.190
15-09-2024,20:43:52,0.192
15-09-2024,20:43:53,0.198
15-09-2024,20:43:54,0.199
15-09-2024,20:43:55,0.207
15-09-2024,20:43:56,0.207
15-09-2024,20:43:57,0.216
15-09-2024,20:43:58,0.232
15-09-2024,20:43:59,0.249
15-09-2024,20:44:00,0.307
15-09-2024,20:44:01,0.373
15-09-2024,20:44:02,0.327
15-09-2024,20:44:03,0.341
15-09-2024,20:44:04,0.343
15-09-2024,20:44:05,0.367
15-09-2024,20:44:06,0.424
15-09-2024,20:44:07,0.426
15-09-2024,20:44:08,0.433
15-09-2024,20:44:09,0.421
15-09-2024,20:44:10,0.309
15-09-2024,20:44:11,0.244
15-09-2024,20:44:12,0.230
15-09-2024,20:44:13,0.240
15-09-2024,20:44:14,0.247
15-09-2024,20:44:15,0.389
15-09-2024,20:44:16,0.616
15-09-2024,20:44:17,0.705
15-09-2024,20:44:18,0.720
15-09-2024,20:44:19,0.581
15-09-2024,20:44:20,0.309
15-09-2024,20:44:21,0.258
15-09-2024,20:44:22,0.259
15-09-2024,20:44:23,0.186
15-09-2024,20:44:24,0.134
15-09-2024,20:44:25,0.112
15-09-2024,20:44:26,0.098
15-09-2024,20:44:27,0.095
15-09-2024,20:44:28,0.102
15-09-2024,20:44:29,0.102
15-09-2024,20:44:30,0.105
15-09-2024,20:44:31,0.103
15-09-2024,20:44:32,0.100
15-09-2024,20:44:33,0.101
15-09-2024,20:44:34,0.101
15-09-2024,20:44:35,0.107
15-09-2024,20:44:36,0.105
15-09-2024,20:44:37,0.100
15-09-2024,20:44:38,0.098
15-09-2024,20:44:39,0.090
15-09-2024,20:44:40,0.083
15-09-2024,20:44:41,0.090
15-09-2024,20:44:42,0.100
15-09-2024,20:44:43,0.101
15-09-2024,20:44:44,0.103
15-09-2024,20:44:45,0.108
15-09-2024,20:44:46,0.110
15-09-2024,20:44:47,0.114
15-09-2024,20:44:48,0.145
15-09-2024,20:44:49,0.205
15-09-2024,20:44:50,0.197
15-09-2024,20:44:51,0.203
15-09-2024,20:44:52,0.243
15-09-2024,20:44:53,0.221
15-09-2024,20:44:54,0.223
15-09-2024,20:44:55,0.240
15-09-2024,20:44:56,0.241
15-09-2024,20:44:57,0.254
15-09-2024,20:44:58,0.261
15-09-2024,20:44:59,0.255
15-09-2024,20:45:00,0.250
15-09-2024,20:45:01,0.230
15-09-2024,20:45:02,0.219
15-09-2024,20:45:03,0.232
15-09-2024,20:45:04,0.223
15-09-2024,20:45:05,0.215
15-09-2024,20:45:06,0.217
15-09-2024,20:45:07,0.228
15-09-2024,20:45:08,0.242
15-09-2024,20:45:09,0.244
15-09-2024,20:45:10,0.236
15-09-2024,20:45:11,0.234
15-09-2024,20:45:12,0.227
15-09-2024,20:45:13,0.223
15-09-2024,20:45:14,0.225
15-09-2024,20:45:15,0.216
15-09-2024,20:45:16,0.215
15-09-2024,20:45:17,0.217
15-09-2024,20:45:18,0.219
15-09-2024,20:45:19,0.225
15-09-2024,20:45:20,0.213
15-09-2024,20:45:21,0.219
15-09-2024,20:45:22,0.224
15-09-2024,20:45:23,0.220
15-09-2024,20:45:24,0.223
15-09-2024,20:45:25,0.218
15-09-2024,20:45:26,0.218
15-09-2024,20:45:27,0.220
15-09-2024,20:45:28,0.207
15-09-2024,20:45:29,0.234
15-09-2024,20:45:30,0.274
15-09-2024,20:45:31,0.305
15-09-2024,20:45:32,0.326
15-09-2024,20:45:33,0.345
15-09-2024,20:45:34,0.339
15-09-2024,20:45:35,0.345
15-09-2024,20:45:36,0.356
15-09-2024,20:45:37,0.359
15-09-2024,20:45:38,0.371
15-09-2024,20:45:39,0.374
15-09-2024,20:45:40,0.413
15-09-2024,20:45:41,0.488
15-09-2024,20:45:42,0.460
15-09-2024,20:45:43,0.446
15-09-2024,20:45:44,0.459
15-09-2024,20:45:45,0.450
15-09-2024,20:45:46,0.439
15-09-2024,20:45:47,0.428
15-09-2024,20:45:48,0.429
15-09-2024,20:45:49,0.483
15-09-2024,20:45:50,0.486
15-09-2024,20:45:51,0.399
15-09-2024,20:45:52,0.331
15-09-2024,20:45:53,0.278
15-09-2024,20:45:54,0.238
15-09-2024,20:45:55,0.230
15-09-2024,20:45:56,0.248
15-09-2024,20:45:57,0.265
15-09-2024,20:45:58,0.313
15-09-2024,20:45:59,0.361
15-09-2024,20:46:00,0.323
15-09-2024,20:46:01,0.269
15-09-2024,20:46:02,0.256
15-09-2024,20:46:03,0.264
15-09-2024,20:46:04,0.248
15-09-2024,20:46:05,0.257
15-09-2024,20:46:06,0.297
15-09-2024,20:46:07,0.256
15-09-2024,20:46:08,0.184
15-09-2024,20:46:09,0.210
15-09-2024,20:46:10,0.233
15-09-2024,20:46:11,0.224
15-09-2024,20:46:12,0.248
15-09-2024,20:46:13,0.223
15-09-2024,20:46:14,0.203
15-09-2024,20:46:15,0.166
15-09-2024,20:46:16,0.182
15-09-2024,20:46:17,0.245
15-09-2024,20:46:18,0.270
15-09-2024,20:46:19,0.328
15-09-2024,20:46:20,0.435
15-09-2024,20:46:21,0.458
15-09-2024,20:46:22,0.474
15-09-2024,20:46:23,0.478
15-09-2024,20:46:24,0.499
15-09-2024,20:46:25,0.516
15-09-2024,20:46:26,0.527
15-09-2024,20:46:27,0.554
15-09-2024,20:46:28,0.553
15-09-2024,20:46:29,0.529
15-09-2024,20:46:30,0.525
15-09-2024,20:46:31,0.466
15-09-2024,20:46:32,0.424
15-09-2024,20:46:33,0.464
15-09-2024,20:46:34,0.432
15-09-2024,20:46:35,0.447
15-09-2024,20:46:36,0.533
15-09-2024,20:46:37,0.640
15-09-2024,20:46:38,0.677
15-09-2024,20:46:39,0.657
15-09-2024,20:46:40,0.662
15-09-2024,20:46:41,0.643
15-09-2024,20:46:42,0.568
15-09-2024,20:46:43,0.521
15-09-2024,20:46:44,0.525
15-09-2024,20:46:45,0.517
15-09-2024,20:46:46,0.524
15-09-2024,20:46:47,0.507
15-09-2024,20:46:48,0.498
15-09-2024,20:46:49,0.499
15-09-2024,20:46:50,0.444
15-09-2024,20:46:51,0.445
15-09-2024,20:46:52,0.436
15-09-2024,20:46:53,0.411
15-09-2024,20:46:54,0.408
15-09-2024,20:46:55,0.414
15-09-2024,20:46:56,0.398
15-09-2024,20:46:57,0.422
15-09-2024,20:46:58,0.426
15-09-2024,20:46:59,0.396
15-09-2024,20:47:00,0.378
15-09-2024,20:47:01,0.360
15-09-2024,20:47:02,0.341
15-09-2024,20:47:03,0.324
15-09-2024,20:47:04,0.301
15-09-2024,20:47:05,0.303
15-09-2024,20:47:06,0.331
15-09-2024,20:47:07,0.369
15-09-2024,20:47:08,0.393
15-09-2024,20:47:09,0.380
15-09-2024,20:47:10,0.382
15-09-2024,20:47:11,0.374
15-09-2024,20:47:12,0.374
15-09-2024,20:47:13,0.392
15-09-2024,20:47:14,0.425
15-09-2024,20:47:15,0.462
15-09-2024,20:47:16,0.451
15-09-2024,20:47:17,0.461
15-09-2024,20:47:18,0.502
15-09-2024,20:47:19,0.514
15-09-2024,20:47:20,0.493
15-09-2024,20:47:21,0.492
15-09-2024,20:47:22,0.512
15-09-2024,20:47:23,0.516
15-09-2024,20:47:24,0.470
15-09-2024,20:47:25,0.462
15-09-2024,20:47:26,0.423
15-09-2024,20:47:27,0.397
15-09-2024,20:47:28,0.390
15-09-2024,20:47:29,0.377
15-09-2024,20:47:30,0.359
15-09-2024,20:47:31,0.357
15-09-2024,20:47:32,0.419
15-09-2024,20:47:33,0.497
15-09-2024,20:47:34,0.429
15-09-2024,20:47:35,0.374
15-09-2024,20:47:36,0.344
15-09-2024,20:47:37,0.340
15-09-2024,20:47:38,0.346
15-09-2024,20:47:39,0.357
15-09-2024,20:47:40,0.380
15-09-2024,20:47:41,0.386
15-09-2024,20:47:42,0.383
15-09-2024,20:47:43,0.401
15-09-2024,20:47:44,0.406
15-09-2024,20:47:45,0.408
15-09-2024,20:47:46,0.404
15-09-2024,20:47:47,0.410
15-09-2024,20:47:48,0.451
15-09-2024,20:47:49,0.440
15-09-2024,20:47:50,0.335
15-09-2024,20:47:51,0.286
15-09-2024,20:47:52,0.247
15-09-2024,20:47:53,0.287
15-09-2024,20:47:54,0.358
15-09-2024,20:47:55,0.371
15-09-2024,20:47:56,0.332
15-09-2024,20:47:57,0.322
15-09-2024,20:47:58,0.301
15-09-2024,20:47:59,0.249
15-09-2024,20:48:00,0.264
15-09-2024,20:48:01,0.250
15-09-2024,20:48:02,0.242
15-09-2024,20:48:03,0.225
15-09-2024,20:48:04,0.216
15-09-2024,20:48:05,0.211
15-09-2024,20:48:06,0.203
15-09-2024,20:48:07,0.221
15-09-2024,20:48:08,0.215
15-09-2024,20:48:09,0.211
15-09-2024,20:48:10,0.209
15-09-2024,20:48:11,0.198
15-09-2024,20:48:12,0.202
15-09-2024,20:48:13,0.175
15-09-2024,20:48:14,0.165
15-09-2024,20:48:15,0.177
15-09-2024,20:48:16,0.209
15-09-2024,20:48:17,0.256
15-09-2024,20:48:18,0.289
15-09-2024,20:48:19,0.294
15-09-2024,20:48:20,0.246
15-09-2024,20:48:21,0.223
15-09-2024,20:48:22,0.233
15-09-2024,20:48:23,0.240
15-09-2024,20:48:24,0.277
15-09-2024,20:48:25,0.314
15-09-2024,20:48:26,0.309
15-09-2024,20:48:27,0.308
15-09-2024,20:48:28,0.307
15-09-2024,20:48:29,0.284
15-09-2024,20:48:30,0.296
15-09-2024,20:48:31,0.328
15-09-2024,20:48:32,0.347
15-09-2024,20:48:33,0.361
15-09-2024,20:48:34,0.367
15-09-2024,20:48:35,0.375
15-09-2024,20:48:36,0.380
15-09-2024,20:48:37,0.387
15-09-2024,20:48:38,0.385
15-09-2024,20:48:39,0.401
15-09-2024,20:48:40,0.413
15-09-2024,20:48:41,0.422
15-09-2024,20:48:42,0.438
15-09-2024,20:48:43,0.447
