27-08-2024,20:18:15,0.000
27-08-2024,20:18:16,0.000
27-08-2024,20:18:17,0.000
27-08-2024,20:18:18,0.000
27-08-2024,20:18:19,0.000
27-08-2024,20:18:20,0.000
27-08-2024,20:18:21,0.000
27-08-2024,20:18:22,0.000
27-08-2024,20:18:23,0.000
27-08-2024,20:18:24,0.000

Model:,DustTrak II
Model Number:,8532
Serial Number:,8532105203
Test ID:,002
Test Abbreviation:,TEST 3 LONCO_002
Start Date:,27-08-2024
Start Time:,20:20:30
Duration (dd:hh:mm:ss):,0:00:03:00
Log Interval (mm:ss):,00:01
Number of points:,188
Notes:,ERROR: FILTER, 

Statistics,Channel:,AEROSOL
,Units:,mg/m^3
,Average:,0.040
,Minimum:,0.035
,Time of Minimum:,20:20:49
,Date of Minimum:,27-08-2024
,Maximum:,0.048
,Time of Maximum:,20:22:57
,Date of Maximum:,27-08-2024

Calibration,Sensor:,AEROSOL
,Cal. date,29-05-2014

Date,Time,AEROSOL
dd-MM-yyyy,hh:mm:ss,mg/m^3
27-08-2024,20:20:31,0.039
27-08-2024,20:20:32,0.040
27-08-2024,20:20:33,0.041
27-08-2024,20:20:34,0.041
27-08-2024,20:20:35,0.040
27-08-2024,20:20:36,0.039
27-08-2024,20:20:37,0.040
27-08-2024,20:20:38,0.040
27-08-2024,20:20:39,0.039
27-08-2024,20:20:40,0.039
27-08-2024,20:20:41,0.039
27-08-2024,20:20:42,0.037
27-08-2024,20:20:43,0.037
27-08-2024,20:20:44,0.039
27-08-2024,20:20:45,0.038
27-08-2024,20:20:46,0.038
27-08-2024,20:20:47,0.039
27-08-2024,20:20:48,0.039
27-08-2024,20:20:49,0.035
27-08-2024,20:20:50,0.036
27-08-2024,20:20:51,0.038
27-08-2024,20:20:52,0.038
27-08-2024,20:20:53,0.038
27-08-2024,20:20:54,0.037
27-08-2024,20:20:55,0.039
27-08-2024,20:20:56,0.038
27-08-2024,20:20:57,0.036
27-08-2024,20:20:58,0.038
27-08-2024,20:20:59,0.044
27-08-2024,20:21:00,0.046
27-08-2024,20:21:01,0.043
27-08-2024,20:21:02,0.040
27-08-2024,20:21:03,0.040
27-08-2024,20:21:04,0.040
27-08-2024,20:21:05,0.040
27-08-2024,20:21:06,0.040
27-08-2024,20:21:07,0.040
27-08-2024,20:21:08,0.037
27-08-2024,20:21:09,0.037
27-08-2024,20:21:10,0.038
27-08-2024,20:21:11,0.039
27-08-2024,20:21:12,0.038
27-08-2024,20:21:13,0.038
27-08-2024,20:21:14,0.039
27-08-2024,20:21:15,0.037
27-08-2024,20:21:16,0.037
27-08-2024,20:21:17,0.037
27-08-2024,20:21:18,0.038
27-08-2024,20:21:19,0.038
27-08-2024,20:21:20,0.039
27-08-2024,20:21:21,0.040
27-08-2024,20:21:22,0.038
27-08-2024,20:21:23,0.037
27-08-2024,20:21:24,0.037
27-08-2024,20:21:25,0.037
27-08-2024,20:21:26,0.037
27-08-2024,20:21:27,0.038
27-08-2024,20:21:28,0.038
27-08-2024,20:21:29,0.040
27-08-2024,20:21:30,0.041
27-08-2024,20:21:31,0.040
27-08-2024,20:21:32,0.038
27-08-2024,20:21:33,0.037
27-08-2024,20:21:34,0.042
27-08-2024,20:21:35,0.042
27-08-2024,20:21:36,0.039
27-08-2024,20:21:37,0.039
27-08-2024,20:21:38,0.041
27-08-2024,20:21:39,0.038
27-08-2024,20:21:40,0.038
27-08-2024,20:21:41,0.038
27-08-2024,20:21:42,0.038
27-08-2024,20:21:43,0.039
27-08-2024,20:21:44,0.040
27-08-2024,20:21:45,0.038
27-08-2024,20:21:46,0.039
27-08-2024,20:21:47,0.038
27-08-2024,20:21:48,0.038
27-08-2024,20:21:49,0.037
27-08-2024,20:21:50,0.037
27-08-2024,20:21:51,0.040
27-08-2024,20:21:52,0.040
27-08-2024,20:21:53,0.043
27-08-2024,20:21:54,0.042
27-08-2024,20:21:55,0.040
27-08-2024,20:21:56,0.040
27-08-2024,20:21:57,0.039
27-08-2024,20:21:58,0.041
27-08-2024,20:21:59,0.040
27-08-2024,20:22:00,0.039
27-08-2024,20:22:01,0.040
27-08-2024,20:22:02,0.038
27-08-2024,20:22:03,0.037
27-08-2024,20:22:04,0.037
27-08-2024,20:22:05,0.038
27-08-2024,20:22:06,0.039
27-08-2024,20:22:07,0.040
27-08-2024,20:22:08,0.039
27-08-2024,20:22:09,0.039
27-08-2024,20:22:10,0.038
27-08-2024,20:22:11,0.037
27-08-2024,20:22:12,0.038
27-08-2024,20:22:13,0.038
27-08-2024,20:22:14,0.038
27-08-2024,20:22:15,0.039
27-08-2024,20:22:16,0.038
27-08-2024,20:22:17,0.039
27-08-2024,20:22:18,0.039
27-08-2024,20:22:19,0.040
27-08-2024,20:22:20,0.038
27-08-2024,20:22:21,0.039
27-08-2024,20:22:22,0.040
27-08-2024,20:22:23,0.040
27-08-2024,20:22:24,0.039
27-08-2024,20:22:25,0.039
27-08-2024,20:22:26,0.038
27-08-2024,20:22:27,0.037
27-08-2024,20:22:28,0.038
27-08-2024,20:22:29,0.039
27-08-2024,20:22:30,0.038
27-08-2024,20:22:31,0.038
27-08-2024,20:22:32,0.038
27-08-2024,20:22:33,0.039
27-08-2024,20:22:34,0.040
27-08-2024,20:22:35,0.039
27-08-2024,20:22:36,0.037
27-08-2024,20:22:37,0.037
27-08-2024,20:22:38,0.040
27-08-2024,20:22:39,0.040
27-08-2024,20:22:40,0.038
27-08-2024,20:22:41,0.038
27-08-2024,20:22:42,0.037
27-08-2024,20:22:43,0.036
27-08-2024,20:22:44,0.037
27-08-2024,20:22:45,0.037
27-08-2024,20:22:46,0.037
27-08-2024,20:22:47,0.036
27-08-2024,20:22:48,0.038
27-08-2024,20:22:49,0.039
27-08-2024,20:22:50,0.037
27-08-2024,20:22:51,0.037
27-08-2024,20:22:52,0.038
27-08-2024,20:22:53,0.039
27-08-2024,20:22:54,0.036
27-08-2024,20:22:55,0.042
27-08-2024,20:22:56,0.047
27-08-2024,20:22:57,0.048
27-08-2024,20:22:58,0.045
27-08-2024,20:22:59,0.046
27-08-2024,20:23:00,0.047
27-08-2024,20:23:01,0.047
27-08-2024,20:23:02,0.046
27-08-2024,20:23:03,0.042
27-08-2024,20:23:04,0.041
27-08-2024,20:23:05,0.042
27-08-2024,20:23:06,0.042
27-08-2024,20:23:07,0.044
27-08-2024,20:23:08,0.044
27-08-2024,20:23:09,0.043
27-08-2024,20:23:10,0.041
27-08-2024,20:23:11,0.041
27-08-2024,20:23:12,0.042
27-08-2024,20:23:13,0.040
27-08-2024,20:23:14,0.040
27-08-2024,20:23:15,0.041
27-08-2024,20:23:16,0.040
27-08-2024,20:23:17,0.038
27-08-2024,20:23:18,0.038
27-08-2024,20:23:19,0.040
27-08-2024,20:23:20,0.041
27-08-2024,20:23:21,0.038
27-08-2024,20:23:22,0.039
27-08-2024,20:23:23,0.039
27-08-2024,20:23:24,0.041
27-08-2024,20:23:25,0.041
27-08-2024,20:23:26,0.043
27-08-2024,20:23:27,0.043
27-08-2024,20:23:28,0.045
27-08-2024,20:23:29,0.045
27-08-2024,20:23:30,0.043
27-08-2024,20:23:31,0.042
27-08-2024,20:23:32,0.042
27-08-2024,20:23:33,0.043
27-08-2024,20:23:34,0.040
27-08-2024,20:23:35,0.042
27-08-2024,20:23:36,0.042
27-08-2024,20:23:37,0.042
27-08-2024,20:23:38,0.039

Model:,DustTrak II
Model Number:,8532
Serial Number:,8532105203
Test ID:,003
Test Abbreviation:,TEST 3 LONCO_003
Start Date:,27-08-2024
Start Time:,20:56:52
Duration (dd:hh:mm:ss):,0:00:29:00
Log Interval (mm:ss):,00:01
Number of points:,1769
Notes:,ERROR: FILTER, 

Statistics,Channel:,AEROSOL
,Units:,mg/m^3
,Average:,0.046
,Minimum:,0.006
,Time of Minimum:,20:56:55
,Date of Minimum:,27-08-2024
,Maximum:,1.210
,Time of Maximum:,21:12:55
,Date of Maximum:,27-08-2024

Calibration,Sensor:,AEROSOL
,Cal. date,29-05-2014

Date,Time,AEROSOL
dd-MM-yyyy,hh:mm:ss,mg/m^3
27-08-2024,20:56:53,0.007
27-08-2024,20:56:54,0.007
27-08-2024,20:56:55,0.006
27-08-2024,20:56:56,0.007
27-08-2024,20:56:57,0.007
27-08-2024,20:56:58,0.006
27-08-2024,20:56:59,0.007
27-08-2024,20:57:00,0.007
27-08-2024,20:57:01,0.007
27-08-2024,20:57:02,0.008
27-08-2024,20:57:03,0.009
27-08-2024,20:57:04,0.007
27-08-2024,20:57:05,0.007
27-08-2024,20:57:06,0.007
27-08-2024,20:57:07,0.007
27-08-2024,20:57:08,0.007
27-08-2024,20:57:09,0.008
27-08-2024,20:57:10,0.007
27-08-2024,20:57:11,0.007
27-08-2024,20:57:12,0.008
27-08-2024,20:57:13,0.007
27-08-2024,20:57:14,0.007
27-08-2024,20:57:15,0.007
27-08-2024,20:57:16,0.006
27-08-2024,20:57:17,0.007
27-08-2024,20:57:18,0.007
27-08-2024,20:57:19,0.007
27-08-2024,20:57:20,0.007
27-08-2024,20:57:21,0.006
27-08-2024,20:57:22,0.007
27-08-2024,20:57:23,0.007
27-08-2024,20:57:24,0.007
27-08-2024,20:57:25,0.007
27-08-2024,20:57:26,0.007
27-08-2024,20:57:27,0.006
27-08-2024,20:57:28,0.007
27-08-2024,20:57:29,0.007
27-08-2024,20:57:30,0.008
27-08-2024,20:57:31,0.017
27-08-2024,20:57:32,0.018
27-08-2024,20:57:33,0.006
27-08-2024,20:57:34,0.007
27-08-2024,20:57:35,0.007
27-08-2024,20:57:36,0.007
27-08-2024,20:57:37,0.007
27-08-2024,20:57:38,0.007
27-08-2024,20:57:39,0.007
27-08-2024,20:57:40,0.007
27-08-2024,20:57:41,0.007
27-08-2024,20:57:42,0.007
27-08-2024,20:57:43,0.007
27-08-2024,20:57:44,0.007
27-08-2024,20:57:45,0.007
27-08-2024,20:57:46,0.007
27-08-2024,20:57:47,0.007
27-08-2024,20:57:48,0.007
27-08-2024,20:57:49,0.007
27-08-2024,20:57:50,0.007
27-08-2024,20:57:51,0.007
27-08-2024,20:57:52,0.007
27-08-2024,20:57:53,0.007
27-08-2024,20:57:54,0.007
27-08-2024,20:57:55,0.007
27-08-2024,20:57:56,0.007
27-08-2024,20:57:57,0.007
27-08-2024,20:57:58,0.007
27-08-2024,20:57:59,0.007
27-08-2024,20:58:00,0.007
27-08-2024,20:58:01,0.006
27-08-2024,20:58:02,0.007
27-08-2024,20:58:03,0.007
27-08-2024,20:58:04,0.008
27-08-2024,20:58:05,0.008
27-08-2024,20:58:06,0.007
27-08-2024,20:58:07,0.008
27-08-2024,20:58:08,0.008
27-08-2024,20:58:09,0.009
27-08-2024,20:58:10,0.010
27-08-2024,20:58:11,0.010
27-08-2024,20:58:12,0.010
27-08-2024,20:58:13,0.010
27-08-2024,20:58:14,0.010
27-08-2024,20:58:15,0.011
27-08-2024,20:58:16,0.012
27-08-2024,20:58:17,0.011
27-08-2024,20:58:18,0.012
27-08-2024,20:58:19,0.013
27-08-2024,20:58:20,0.013
27-08-2024,20:58:21,0.015
27-08-2024,20:58:22,0.017
27-08-2024,20:58:23,0.013
27-08-2024,20:58:24,0.015
27-08-2024,20:58:25,0.017
27-08-2024,20:58:26,0.014
27-08-2024,20:58:27,0.024
27-08-2024,20:58:28,0.031
27-08-2024,20:58:29,0.031
27-08-2024,20:58:30,0.040
27-08-2024,20:58:31,0.055
27-08-2024,20:58:32,0.089
27-08-2024,20:58:33,0.106
27-08-2024,20:58:34,0.096
27-08-2024,20:58:35,0.132
27-08-2024,20:58:36,0.151
27-08-2024,20:58:37,0.101
27-08-2024,20:58:38,0.075
27-08-2024,20:58:39,0.037
27-08-2024,20:58:40,0.029
27-08-2024,20:58:41,0.028
27-08-2024,20:58:42,0.022
27-08-2024,20:58:43,0.019
27-08-2024,20:58:44,0.015
27-08-2024,20:58:45,0.013
27-08-2024,20:58:46,0.012
27-08-2024,20:58:47,0.011
27-08-2024,20:58:48,0.012
27-08-2024,20:58:49,0.013
27-08-2024,20:58:50,0.014
27-08-2024,20:58:51,0.015
27-08-2024,20:58:52,0.013
27-08-2024,20:58:53,0.011
27-08-2024,20:58:54,0.012
27-08-2024,20:58:55,0.012
27-08-2024,20:58:56,0.011
27-08-2024,20:58:57,0.012
27-08-2024,20:58:58,0.012
27-08-2024,20:58:59,0.010
27-08-2024,20:59:00,0.009
27-08-2024,20:59:01,0.009
27-08-2024,20:59:02,0.009
27-08-2024,20:59:03,0.009
27-08-2024,20:59:04,0.009
27-08-2024,20:59:05,0.010
27-08-2024,20:59:06,0.009
27-08-2024,20:59:07,0.008
27-08-2024,20:59:08,0.008
27-08-2024,20:59:09,0.009
27-08-2024,20:59:10,0.009
27-08-2024,20:59:11,0.009
27-08-2024,20:59:12,0.011
27-08-2024,20:59:13,0.010
27-08-2024,20:59:14,0.009
27-08-2024,20:59:15,0.016
27-08-2024,20:59:16,0.024
27-08-2024,20:59:17,0.027
27-08-2024,20:59:18,0.035
27-08-2024,20:59:19,0.034
27-08-2024,20:59:20,0.036
27-08-2024,20:59:21,0.044
27-08-2024,20:59:22,0.047
27-08-2024,20:59:23,0.041
27-08-2024,20:59:24,0.037
27-08-2024,20:59:25,0.038
27-08-2024,20:59:26,0.060
27-08-2024,20:59:27,0.082
27-08-2024,20:59:28,0.096
27-08-2024,20:59:29,0.096
27-08-2024,20:59:30,0.061
27-08-2024,20:59:31,0.024
27-08-2024,20:59:32,0.015
27-08-2024,20:59:33,0.013
27-08-2024,20:59:34,0.013
27-08-2024,20:59:35,0.013
27-08-2024,20:59:36,0.013
27-08-2024,20:59:37,0.014
27-08-2024,20:59:38,0.014
27-08-2024,20:59:39,0.014
27-08-2024,20:59:40,0.019
27-08-2024,20:59:41,0.023
27-08-2024,20:59:42,0.021
27-08-2024,20:59:43,0.019
27-08-2024,20:59:44,0.021
27-08-2024,20:59:45,0.026
27-08-2024,20:59:46,0.030
27-08-2024,20:59:47,0.029
27-08-2024,20:59:48,0.033
27-08-2024,20:59:49,0.041
27-08-2024,20:59:50,0.041
27-08-2024,20:59:51,0.044
27-08-2024,20:59:52,0.060
27-08-2024,20:59:53,0.085
27-08-2024,20:59:54,0.107
27-08-2024,20:59:55,0.076
27-08-2024,20:59:56,0.037
27-08-2024,20:59:57,0.022
27-08-2024,20:59:58,0.014
27-08-2024,20:59:59,0.012
27-08-2024,21:00:00,0.012
27-08-2024,21:00:01,0.013
27-08-2024,21:00:02,0.015
27-08-2024,21:00:03,0.019
27-08-2024,21:00:04,0.026
27-08-2024,21:00:05,0.026
27-08-2024,21:00:06,0.023
27-08-2024,21:00:07,0.023
27-08-2024,21:00:08,0.018
27-08-2024,21:00:09,0.016
27-08-2024,21:00:10,0.014
27-08-2024,21:00:11,0.013
27-08-2024,21:00:12,0.016
27-08-2024,21:00:13,0.017
27-08-2024,21:00:14,0.014
27-08-2024,21:00:15,0.016
27-08-2024,21:00:16,0.018
27-08-2024,21:00:17,0.013
27-08-2024,21:00:18,0.014
27-08-2024,21:00:19,0.017
27-08-2024,21:00:20,0.019
27-08-2024,21:00:21,0.019
27-08-2024,21:00:22,0.020
27-08-2024,21:00:23,0.019
27-08-2024,21:00:24,0.019
27-08-2024,21:00:25,0.018
27-08-2024,21:00:26,0.018
27-08-2024,21:00:27,0.016
27-08-2024,21:00:28,0.015
27-08-2024,21:00:29,0.014
27-08-2024,21:00:30,0.019
27-08-2024,21:00:31,0.019
27-08-2024,21:00:32,0.016
27-08-2024,21:00:33,0.016
27-08-2024,21:00:34,0.017
27-08-2024,21:00:35,0.017
27-08-2024,21:00:36,0.014
27-08-2024,21:00:37,0.015
27-08-2024,21:00:38,0.016
27-08-2024,21:00:39,0.017
27-08-2024,21:00:40,0.017
27-08-2024,21:00:41,0.018
27-08-2024,21:00:42,0.017
27-08-2024,21:00:43,0.018
27-08-2024,21:00:44,0.020
27-08-2024,21:00:45,0.020
27-08-2024,21:00:46,0.020
27-08-2024,21:00:47,0.015
27-08-2024,21:00:48,0.018
27-08-2024,21:00:49,0.015
27-08-2024,21:00:50,0.015
27-08-2024,21:00:51,0.016
27-08-2024,21:00:52,0.017
27-08-2024,21:00:53,0.016
27-08-2024,21:00:54,0.013
27-08-2024,21:00:55,0.012
27-08-2024,21:00:56,0.014
27-08-2024,21:00:57,0.014
27-08-2024,21:00:58,0.014
27-08-2024,21:00:59,0.014
27-08-2024,21:01:00,0.011
27-08-2024,21:01:01,0.010
27-08-2024,21:01:02,0.011
27-08-2024,21:01:03,0.012
27-08-2024,21:01:04,0.012
27-08-2024,21:01:05,0.010
27-08-2024,21:01:06,0.010
27-08-2024,21:01:07,0.012
27-08-2024,21:01:08,0.011
27-08-2024,21:01:09,0.010
27-08-2024,21:01:10,0.010
27-08-2024,21:01:11,0.011
27-08-2024,21:01:12,0.011
27-08-2024,21:01:13,0.012
27-08-2024,21:01:14,0.010
27-08-2024,21:01:15,0.011
27-08-2024,21:01:16,0.013
27-08-2024,21:01:17,0.012
27-08-2024,21:01:18,0.013
27-08-2024,21:01:19,0.013
27-08-2024,21:01:20,0.012
27-08-2024,21:01:21,0.012
27-08-2024,21:01:22,0.013
27-08-2024,21:01:23,0.013
27-08-2024,21:01:24,0.012
27-08-2024,21:01:25,0.017
27-08-2024,21:01:26,0.022
27-08-2024,21:01:27,0.103
27-08-2024,21:01:28,0.263
27-08-2024,21:01:29,0.170
27-08-2024,21:01:30,0.059
27-08-2024,21:01:31,0.057
27-08-2024,21:01:32,0.080
27-08-2024,21:01:33,0.080
27-08-2024,21:01:34,0.059
27-08-2024,21:01:35,0.041
27-08-2024,21:01:36,0.036
27-08-2024,21:01:37,0.047
27-08-2024,21:01:38,0.057
27-08-2024,21:01:39,0.039
27-08-2024,21:01:40,0.034
27-08-2024,21:01:41,0.039
27-08-2024,21:01:42,0.038
27-08-2024,21:01:43,0.035
27-08-2024,21:01:44,0.035
27-08-2024,21:01:45,0.033
27-08-2024,21:01:46,0.034
27-08-2024,21:01:47,0.036
27-08-2024,21:01:48,0.035
27-08-2024,21:01:49,0.031
27-08-2024,21:01:50,0.028
27-08-2024,21:01:51,0.030
27-08-2024,21:01:52,0.032
27-08-2024,21:01:53,0.032
27-08-2024,21:01:54,0.036
27-08-2024,21:01:55,0.040
27-08-2024,21:01:56,0.046
27-08-2024,21:01:57,0.048
27-08-2024,21:01:58,0.048
27-08-2024,21:01:59,0.047
27-08-2024,21:02:00,0.046
27-08-2024,21:02:01,0.042
27-08-2024,21:02:02,0.041
27-08-2024,21:02:03,0.038
27-08-2024,21:02:04,0.036
27-08-2024,21:02:05,0.055
27-08-2024,21:02:06,0.081
27-08-2024,21:02:07,0.068
27-08-2024,21:02:08,0.063
27-08-2024,21:02:09,0.046
27-08-2024,21:02:10,0.039
27-08-2024,21:02:11,0.040
27-08-2024,21:02:12,0.046
27-08-2024,21:02:13,0.059
27-08-2024,21:02:14,0.055
27-08-2024,21:02:15,0.046
27-08-2024,21:02:16,0.042
27-08-2024,21:02:17,0.038
27-08-2024,21:02:18,0.037
27-08-2024,21:02:19,0.040
27-08-2024,21:02:20,0.064
27-08-2024,21:02:21,0.104
27-08-2024,21:02:22,0.109
27-08-2024,21:02:23,0.104
27-08-2024,21:02:24,0.101
27-08-2024,21:02:25,0.086
27-08-2024,21:02:26,0.062
27-08-2024,21:02:27,0.051
27-08-2024,21:02:28,0.048
27-08-2024,21:02:29,0.050
27-08-2024,21:02:30,0.060
27-08-2024,21:02:31,0.074
27-08-2024,21:02:32,0.078
27-08-2024,21:02:33,0.078
27-08-2024,21:02:34,0.078
27-08-2024,21:02:35,0.099
27-08-2024,21:02:36,0.136
27-08-2024,21:02:37,0.133
27-08-2024,21:02:38,0.098
27-08-2024,21:02:39,0.080
27-08-2024,21:02:40,0.070
27-08-2024,21:02:41,0.074
27-08-2024,21:02:42,0.080
27-08-2024,21:02:43,0.063
27-08-2024,21:02:44,0.045
27-08-2024,21:02:45,0.042
27-08-2024,21:02:46,0.039
27-08-2024,21:02:47,0.039
27-08-2024,21:02:48,0.044
27-08-2024,21:02:49,0.050
27-08-2024,21:02:50,0.061
27-08-2024,21:02:51,0.071
27-08-2024,21:02:52,0.061
27-08-2024,21:02:53,0.043
27-08-2024,21:02:54,0.042
27-08-2024,21:02:55,0.042
27-08-2024,21:02:56,0.045
27-08-2024,21:02:57,0.045
27-08-2024,21:02:58,0.042
27-08-2024,21:02:59,0.044
27-08-2024,21:03:00,0.048
27-08-2024,21:03:01,0.055
27-08-2024,21:03:02,0.068
27-08-2024,21:03:03,0.080
27-08-2024,21:03:04,0.118
27-08-2024,21:03:05,0.136
27-08-2024,21:03:06,0.089
27-08-2024,21:03:07,0.065
27-08-2024,21:03:08,0.054
27-08-2024,21:03:09,0.056
27-08-2024,21:03:10,0.044
27-08-2024,21:03:11,0.040
27-08-2024,21:03:12,0.039
27-08-2024,21:03:13,0.037
27-08-2024,21:03:14,0.031
27-08-2024,21:03:15,0.027
27-08-2024,21:03:16,0.066
27-08-2024,21:03:17,0.149
27-08-2024,21:03:18,0.162
27-08-2024,21:03:19,0.179
27-08-2024,21:03:20,0.110
27-08-2024,21:03:21,0.033
27-08-2024,21:03:22,0.019
27-08-2024,21:03:23,0.018
27-08-2024,21:03:24,0.021
27-08-2024,21:03:25,0.021
27-08-2024,21:03:26,0.023
27-08-2024,21:03:27,0.032
27-08-2024,21:03:28,0.048
27-08-2024,21:03:29,0.046
27-08-2024,21:03:30,0.052
27-08-2024,21:03:31,0.048
27-08-2024,21:03:32,0.025
27-08-2024,21:03:33,0.021
27-08-2024,21:03:34,0.019
27-08-2024,21:03:35,0.020
27-08-2024,21:03:36,0.021
27-08-2024,21:03:37,0.024
27-08-2024,21:03:38,0.029
27-08-2024,21:03:39,0.028
27-08-2024,21:03:40,0.023
27-08-2024,21:03:41,0.022
27-08-2024,21:03:42,0.026
27-08-2024,21:03:43,0.031
27-08-2024,21:03:44,0.025
27-08-2024,21:03:45,0.022
27-08-2024,21:03:46,0.024
27-08-2024,21:03:47,0.028
27-08-2024,21:03:48,0.022
27-08-2024,21:03:49,0.019
27-08-2024,21:03:50,0.023
27-08-2024,21:03:51,0.027
27-08-2024,21:03:52,0.021
27-08-2024,21:03:53,0.019
27-08-2024,21:03:54,0.022
27-08-2024,21:03:55,0.022
27-08-2024,21:03:56,0.021
27-08-2024,21:03:57,0.024
27-08-2024,21:03:58,0.025
27-08-2024,21:03:59,0.028
27-08-2024,21:04:00,0.038
27-08-2024,21:04:01,0.041
27-08-2024,21:04:02,0.043
27-08-2024,21:04:03,0.049
27-08-2024,21:04:04,0.059
27-08-2024,21:04:05,0.073
27-08-2024,21:04:06,0.077
27-08-2024,21:04:07,0.070
27-08-2024,21:04:08,0.067
27-08-2024,21:04:09,0.069
27-08-2024,21:04:10,0.068
27-08-2024,21:04:11,0.081
27-08-2024,21:04:12,0.116
27-08-2024,21:04:13,0.114
27-08-2024,21:04:14,0.123
27-08-2024,21:04:15,0.136
27-08-2024,21:04:16,0.111
27-08-2024,21:04:17,0.082
27-08-2024,21:04:18,0.085
27-08-2024,21:04:19,0.126
27-08-2024,21:04:20,0.119
27-08-2024,21:04:21,0.090
27-08-2024,21:04:22,0.078
27-08-2024,21:04:23,0.072
27-08-2024,21:04:24,0.072
27-08-2024,21:04:25,0.068
27-08-2024,21:04:26,0.064
27-08-2024,21:04:27,0.059
27-08-2024,21:04:28,0.056
27-08-2024,21:04:29,0.055
27-08-2024,21:04:30,0.055
27-08-2024,21:04:31,0.070
27-08-2024,21:04:32,0.168
27-08-2024,21:04:33,0.309
27-08-2024,21:04:34,0.327
27-08-2024,21:04:35,0.212
27-08-2024,21:04:36,0.162
27-08-2024,21:04:37,0.087
27-08-2024,21:04:38,0.080
27-08-2024,21:04:39,0.069
27-08-2024,21:04:40,0.063
27-08-2024,21:04:41,0.064
27-08-2024,21:04:42,0.062
27-08-2024,21:04:43,0.054
27-08-2024,21:04:44,0.044
27-08-2024,21:04:45,0.040
27-08-2024,21:04:46,0.043
27-08-2024,21:04:47,0.065
27-08-2024,21:04:48,0.086
27-08-2024,21:04:49,0.104
27-08-2024,21:04:50,0.109
27-08-2024,21:04:51,0.112
27-08-2024,21:04:52,0.098
27-08-2024,21:04:53,0.086
27-08-2024,21:04:54,0.085
27-08-2024,21:04:55,0.090
27-08-2024,21:04:56,0.099
27-08-2024,21:04:57,0.095
27-08-2024,21:04:58,0.097
27-08-2024,21:04:59,0.109
27-08-2024,21:05:00,0.122
27-08-2024,21:05:01,0.156
27-08-2024,21:05:02,0.236
27-08-2024,21:05:03,0.247
27-08-2024,21:05:04,0.145
27-08-2024,21:05:05,0.109
27-08-2024,21:05:06,0.094
27-08-2024,21:05:07,0.047
27-08-2024,21:05:08,0.044
27-08-2024,21:05:09,0.042
27-08-2024,21:05:10,0.041
27-08-2024,21:05:11,0.038
27-08-2024,21:05:12,0.038
27-08-2024,21:05:13,0.039
27-08-2024,21:05:14,0.037
27-08-2024,21:05:15,0.037
27-08-2024,21:05:16,0.042
27-08-2024,21:05:17,0.049
27-08-2024,21:05:18,0.054
27-08-2024,21:05:19,0.054
27-08-2024,21:05:20,0.050
27-08-2024,21:05:21,0.042
