13-09-2024,20:59:58,0.011
13-09-2024,20:59:59,0.014
13-09-2024,21:00:00,0.014
13-09-2024,21:00:01,0.015
13-09-2024,21:00:02,0.022
13-09-2024,21:00:03,0.027
13-09-2024,21:00:04,0.028
13-09-2024,21:00:05,0.030
13-09-2024,21:00:06,0.036
13-09-2024,21:00:07,0.050
13-09-2024,21:00:08,0.052
13-09-2024,21:00:09,0.047
13-09-2024,21:00:10,0.053
13-09-2024,21:00:11,0.050
13-09-2024,21:00:12,0.048
13-09-2024,21:00:13,0.053
13-09-2024,21:00:14,0.063
13-09-2024,21:00:15,0.080
13-09-2024,21:00:16,0.071
13-09-2024,21:00:17,0.047
13-09-2024,21:00:18,0.049
13-09-2024,21:00:19,0.063
13-09-2024,21:00:20,0.073
13-09-2024,21:00:21,0.076
13-09-2024,21:00:22,0.080
13-09-2024,21:00:23,0.093
13-09-2024,21:00:24,0.108
13-09-2024,21:00:25,0.118
13-09-2024,21:00:26,0.105
13-09-2024,21:00:27,0.097
13-09-2024,21:00:28,0.104
13-09-2024,21:00:29,0.113
13-09-2024,21:00:30,0.116
13-09-2024,21:00:31,0.120
13-09-2024,21:00:32,0.117
13-09-2024,21:00:33,0.114
13-09-2024,21:00:34,0.111
13-09-2024,21:00:35,0.113
13-09-2024,21:00:36,0.108
13-09-2024,21:00:37,0.109
13-09-2024,21:00:38,0.108
13-09-2024,21:00:39,0.107
13-09-2024,21:00:40,0.106
13-09-2024,21:00:41,0.108
13-09-2024,21:00:42,0.104
13-09-2024,21:00:43,0.099
13-09-2024,21:00:44,0.094
13-09-2024,21:00:45,0.094
13-09-2024,21:00:46,0.100
13-09-2024,21:00:47,0.107
13-09-2024,21:00:48,0.116
13-09-2024,21:00:49,0.133
13-09-2024,21:00:50,0.144
13-09-2024,21:00:51,0.151
13-09-2024,21:00:52,0.145
13-09-2024,21:00:53,0.137
13-09-2024,21:00:54,0.131
13-09-2024,21:00:55,0.124
13-09-2024,21:00:56,0.128
13-09-2024,21:00:57,0.141
13-09-2024,21:00:58,0.155
13-09-2024,21:00:59,0.174
13-09-2024,21:01:00,0.184
13-09-2024,21:01:01,0.193
13-09-2024,21:01:02,0.215
13-09-2024,21:01:03,0.238
13-09-2024,21:01:04,0.257
13-09-2024,21:01:05,0.264
13-09-2024,21:01:06,0.259
13-09-2024,21:01:07,0.262
13-09-2024,21:01:08,0.266
13-09-2024,21:01:09,0.277
13-09-2024,21:01:10,0.294
13-09-2024,21:01:11,0.299
13-09-2024,21:01:12,0.312
13-09-2024,21:01:13,0.331
13-09-2024,21:01:14,0.357
13-09-2024,21:01:15,0.347
13-09-2024,21:01:16,0.329
13-09-2024,21:01:17,0.317
13-09-2024,21:01:18,0.328
13-09-2024,21:01:19,0.352
13-09-2024,21:01:20,0.375
13-09-2024,21:01:21,0.410
13-09-2024,21:01:22,0.438
13-09-2024,21:01:23,0.441
13-09-2024,21:01:24,0.434
13-09-2024,21:01:25,0.402
13-09-2024,21:01:26,0.341
13-09-2024,21:01:27,0.338
13-09-2024,21:01:28,0.411
13-09-2024,21:01:29,0.454
13-09-2024,21:01:30,0.467
13-09-2024,21:01:31,0.455
13-09-2024,21:01:32,0.411
13-09-2024,21:01:33,0.407
13-09-2024,21:01:34,0.423
13-09-2024,21:01:35,0.447
13-09-2024,21:01:36,0.427
13-09-2024,21:01:37,0.405
13-09-2024,21:01:38,0.380
13-09-2024,21:01:39,0.298
13-09-2024,21:01:40,0.239
13-09-2024,21:01:41,0.227
13-09-2024,21:01:42,0.222
13-09-2024,21:01:43,0.248
13-09-2024,21:01:44,0.311
13-09-2024,21:01:45,0.321
13-09-2024,21:01:46,0.268
13-09-2024,21:01:47,0.230
13-09-2024,21:01:48,0.206
13-09-2024,21:01:49,0.192
13-09-2024,21:01:50,0.188
13-09-2024,21:01:51,0.191
13-09-2024,21:01:52,0.193
13-09-2024,21:01:53,0.207
13-09-2024,21:01:54,0.260
13-09-2024,21:01:55,0.312
13-09-2024,21:01:56,0.341
13-09-2024,21:01:57,0.416
13-09-2024,21:01:58,0.477
13-09-2024,21:01:59,0.458
13-09-2024,21:02:00,0.390
13-09-2024,21:02:01,0.198
13-09-2024,21:02:02,0.173
13-09-2024,21:02:03,0.186
13-09-2024,21:02:04,0.216
13-09-2024,21:02:05,0.220
13-09-2024,21:02:06,0.194
13-09-2024,21:02:07,0.129
13-09-2024,21:02:08,0.114
13-09-2024,21:02:09,0.112
13-09-2024,21:02:10,0.102
13-09-2024,21:02:11,0.097
13-09-2024,21:02:12,0.096
13-09-2024,21:02:13,0.092
13-09-2024,21:02:14,0.088
13-09-2024,21:02:15,0.086
13-09-2024,21:02:16,0.083
13-09-2024,21:02:17,0.087
13-09-2024,21:02:18,0.094
13-09-2024,21:02:19,0.089
13-09-2024,21:02:20,0.082
13-09-2024,21:02:21,0.080
13-09-2024,21:02:22,0.082
13-09-2024,21:02:23,0.082
13-09-2024,21:02:24,0.086
13-09-2024,21:02:25,0.088
13-09-2024,21:02:26,0.089
13-09-2024,21:02:27,0.100
13-09-2024,21:02:28,0.105
13-09-2024,21:02:29,0.107
13-09-2024,21:02:30,0.109
13-09-2024,21:02:31,0.105
13-09-2024,21:02:32,0.108
13-09-2024,21:02:33,0.121
13-09-2024,21:02:34,0.134
13-09-2024,21:02:35,0.174
13-09-2024,21:02:36,0.214
13-09-2024,21:02:37,0.299
13-09-2024,21:02:38,0.519
13-09-2024,21:02:39,0.613
13-09-2024,21:02:40,0.542
13-09-2024,21:02:41,0.539
13-09-2024,21:02:42,0.346
13-09-2024,21:02:43,0.239
13-09-2024,21:02:44,0.221
13-09-2024,21:02:45,0.218
13-09-2024,21:02:46,0.210
13-09-2024,21:02:47,0.212
13-09-2024,21:02:48,0.205
13-09-2024,21:02:49,0.198
13-09-2024,21:02:50,0.199
13-09-2024,21:02:51,0.200
13-09-2024,21:02:52,0.198
13-09-2024,21:02:53,0.196
13-09-2024,21:02:54,0.201
13-09-2024,21:02:55,0.206
13-09-2024,21:02:56,0.208
13-09-2024,21:02:57,0.211
13-09-2024,21:02:58,0.220
13-09-2024,21:02:59,0.219
13-09-2024,21:03:00,0.205
13-09-2024,21:03:01,0.196
13-09-2024,21:03:02,0.200
13-09-2024,21:03:03,0.212
13-09-2024,21:03:04,0.231
13-09-2024,21:03:05,0.293
13-09-2024,21:03:06,0.391
13-09-2024,21:03:07,0.447
13-09-2024,21:03:08,0.446
13-09-2024,21:03:09,0.428
13-09-2024,21:03:10,0.428
13-09-2024,21:03:11,0.429
13-09-2024,21:03:12,0.430
13-09-2024,21:03:13,0.440
13-09-2024,21:03:14,0.427
13-09-2024,21:03:15,0.388
13-09-2024,21:03:16,0.367
13-09-2024,21:03:17,0.362
13-09-2024,21:03:18,0.342
13-09-2024,21:03:19,0.278
13-09-2024,21:03:20,0.222
13-09-2024,21:03:21,0.201
13-09-2024,21:03:22,0.206
13-09-2024,21:03:23,0.210
13-09-2024,21:03:24,0.200
13-09-2024,21:03:25,0.194
13-09-2024,21:03:26,0.193
13-09-2024,21:03:27,0.191
13-09-2024,21:03:28,0.189
13-09-2024,21:03:29,0.199
13-09-2024,21:03:30,0.198
13-09-2024,21:03:31,0.193
13-09-2024,21:03:32,0.191
13-09-2024,21:03:33,0.178
13-09-2024,21:03:34,0.157
13-09-2024,21:03:35,0.156
13-09-2024,21:03:36,0.156
13-09-2024,21:03:37,0.158
13-09-2024,21:03:38,0.158
13-09-2024,21:03:39,0.183
13-09-2024,21:03:40,0.219
13-09-2024,21:03:41,0.258
13-09-2024,21:03:42,0.250
13-09-2024,21:03:43,0.217
13-09-2024,21:03:44,0.194
13-09-2024,21:03:45,0.181
13-09-2024,21:03:46,0.186
13-09-2024,21:03:47,0.211
13-09-2024,21:03:48,0.223
13-09-2024,21:03:49,0.216
13-09-2024,21:03:50,0.224
13-09-2024,21:03:51,0.243
13-09-2024,21:03:52,0.252
13-09-2024,21:03:53,0.275
13-09-2024,21:03:54,0.291
13-09-2024,21:03:55,0.303
13-09-2024,21:03:56,0.309
13-09-2024,21:03:57,0.308
13-09-2024,21:03:58,0.322
13-09-2024,21:03:59,0.310
13-09-2024,21:04:00,0.297
13-09-2024,21:04:01,0.298
13-09-2024,21:04:02,0.303
13-09-2024,21:04:03,0.308
13-09-2024,21:04:04,0.327
13-09-2024,21:04:05,0.348
13-09-2024,21:04:06,0.342
13-09-2024,21:04:07,0.304
13-09-2024,21:04:08,0.271
13-09-2024,21:04:09,0.261
13-09-2024,21:04:10,0.252
13-09-2024,21:04:11,0.233
13-09-2024,21:04:12,0.229
13-09-2024,21:04:13,0.230
13-09-2024,21:04:14,0.227
13-09-2024,21:04:15,0.230
13-09-2024,21:04:16,0.233
13-09-2024,21:04:17,0.233
13-09-2024,21:04:18,0.226
13-09-2024,21:04:19,0.222
13-09-2024,21:04:20,0.223
13-09-2024,21:04:21,0.222
13-09-2024,21:04:22,0.218
13-09-2024,21:04:23,0.226
13-09-2024,21:04:24,0.213
13-09-2024,21:04:25,0.268
13-09-2024,21:04:26,0.320
13-09-2024,21:04:27,0.256
13-09-2024,21:04:28,0.249
13-09-2024,21:04:29,0.281
13-09-2024,21:04:30,0.293
13-09-2024,21:04:31,0.275
13-09-2024,21:04:32,0.267
13-09-2024,21:04:33,0.257
13-09-2024,21:04:34,0.249
13-09-2024,21:04:35,0.241
13-09-2024,21:04:36,0.238
13-09-2024,21:04:37,0.241
13-09-2024,21:04:38,0.248
13-09-2024,21:04:39,0.254
13-09-2024,21:04:40,0.265
13-09-2024,21:04:41,0.268
13-09-2024,21:04:42,0.269
13-09-2024,21:04:43,0.278
13-09-2024,21:04:44,0.280
13-09-2024,21:04:45,0.275
13-09-2024,21:04:46,0.268
13-09-2024,21:04:47,0.264
13-09-2024,21:04:48,0.272
13-09-2024,21:04:49,0.274
13-09-2024,21:04:50,0.286
13-09-2024,21:04:51,0.286
13-09-2024,21:04:52,0.283
13-09-2024,21:04:53,0.291
13-09-2024,21:04:54,0.281
13-09-2024,21:04:55,0.264
13-09-2024,21:04:56,0.255
13-09-2024,21:04:57,0.267
13-09-2024,21:04:58,0.277
13-09-2024,21:04:59,0.258
13-09-2024,21:05:00,0.245
13-09-2024,21:05:01,0.235
13-09-2024,21:05:02,0.236
13-09-2024,21:05:03,0.280
13-09-2024,21:05:04,0.359
13-09-2024,21:05:05,0.368
13-09-2024,21:05:06,0.344
13-09-2024,21:05:07,0.285
13-09-2024,21:05:08,0.263
13-09-2024,21:05:09,0.254
13-09-2024,21:05:10,0.263
13-09-2024,21:05:11,0.268
13-09-2024,21:05:12,0.253
13-09-2024,21:05:13,0.239
13-09-2024,21:05:14,0.240
13-09-2024,21:05:15,0.242
13-09-2024,21:05:16,0.238
13-09-2024,21:05:17,0.246
13-09-2024,21:05:18,0.256
13-09-2024,21:05:19,0.259
13-09-2024,21:05:20,0.250
13-09-2024,21:05:21,0.264
13-09-2024,21:05:22,0.267
13-09-2024,21:05:23,0.273
13-09-2024,21:05:24,0.295
13-09-2024,21:05:25,0.295
13-09-2024,21:05:26,0.284
13-09-2024,21:05:27,0.281
13-09-2024,21:05:28,0.261
13-09-2024,21:05:29,0.261
13-09-2024,21:05:30,0.280
13-09-2024,21:05:31,0.280
13-09-2024,21:05:32,0.241
13-09-2024,21:05:33,0.231
